Culture,OCM,Frequency,Proportion_of_Passages
Central Thai,883,1,0.004545454545454545
Central Thai,573,1,0.004545454545454545
Central Thai,591,1,0.004545454545454545
Central Thai,632,1,0.004545454545454545
Central Thai,634,1,0.004545454545454545
Central Thai,857,1,0.004545454545454545
Central Thai,875,1,0.004545454545454545
Central Thai,423,1,0.004545454545454545
Central Thai,841,1,0.004545454545454545
Central Thai,417,1,0.004545454545454545
Central Thai,608,1,0.004545454545454545
Central Thai,489,1,0.004545454545454545
Central Thai,411,1,0.004545454545454545
Central Thai,858,1,0.004545454545454545
Central Thai,551,1,0.004545454545454545
Central Thai,123,1,0.004545454545454545
Central Thai,125,1,0.004545454545454545
Central Thai,593,1,0.004545454545454545
Central Thai,861,1,0.004545454545454545
Central Thai,175,1,0.004545454545454545
Central Thai,242,1,0.004545454545454545
Central Thai,654,1,0.004545454545454545
Central Thai,105,1,0.004545454545454545
Central Thai,124,1,0.004545454545454545
Central Thai,834,1,0.004545454545454545
Central Thai,184,1,0.004545454545454545
Central Thai,244,1,0.004545454545454545
Central Thai,796,1,0.004545454545454545
Central Thai,192,1,0.004545454545454545
Central Thai,237,1,0.004545454545454545
Central Thai,272,1,0.004545454545454545
Central Thai,577,1,0.004545454545454545
Central Thai,128,1,0.004545454545454545
Central Thai,862,1,0.004545454545454545
Central Thai,301,1,0.004545454545454545
Central Thai,881,1,0.004545454545454545
Central Thai,461,1,0.004545454545454545
Central Thai,438,1,0.004545454545454545
Central Thai,432,1,0.004545454545454545
Central Thai,765,1,0.004545454545454545
Central Thai,191,1,0.004545454545454545
Central Thai,539,1,0.004545454545454545
Central Thai,515,1,0.004545454545454545
Central Thai,887,1,0.004545454545454545
Central Thai,163,1,0.004545454545454545
Chukchee,776,42,0.23333333333333334
Chukchee,789,15,0.08333333333333333
Chukchee,164,13,0.07222222222222222
Chukchee,233,12,0.06666666666666667
Chukchee,796,12,0.06666666666666667
Chukchee,538,11,0.06111111111111111
Chukchee,532,11,0.06111111111111111
Chukchee,301,10,0.05555555555555555
Chukchee,825,10,0.05555555555555555
Chukchee,787,9,0.05
Chukchee,302,9,0.05
Chukchee,171,8,0.044444444444444446
Chukchee,778,8,0.044444444444444446
Chukchee,852,7,0.03888888888888889
Chukchee,782,7,0.03888888888888889
Chukchee,501,7,0.03888888888888889
Chukchee,304,6,0.03333333333333333
Chukchee,531,6,0.03333333333333333
Chukchee,224,5,0.027777777777777776
Chukchee,513,5,0.027777777777777776
Chukchee,756,5,0.027777777777777776
Chukchee,225,5,0.027777777777777776
Chukchee,764,5,0.027777777777777776
Chukchee,771,5,0.027777777777777776
Chukchee,762,4,0.022222222222222223
Chukchee,821,4,0.022222222222222223
Chukchee,846,3,0.016666666666666666
Chukchee,484,3,0.016666666666666666
Chukchee,593,3,0.016666666666666666
Chukchee,761,3,0.016666666666666666
Chukchee,415,3,0.016666666666666666
Chukchee,541,3,0.016666666666666666
Chukchee,574,3,0.016666666666666666
Chukchee,174,2,0.011111111111111112
Chukchee,437,2,0.011111111111111112
Chukchee,515,2,0.011111111111111112
Chukchee,412,2,0.011111111111111112
Chukchee,292,2,0.011111111111111112
Chukchee,578,2,0.011111111111111112
Chukchee,264,2,0.011111111111111112
Chukchee,827,2,0.011111111111111112
Chukchee,609,2,0.011111111111111112
Chukchee,151,2,0.011111111111111112
Chukchee,428,1,0.005555555555555556
Chukchee,181,1,0.005555555555555556
Chukchee,772,1,0.005555555555555556
Chukchee,526,1,0.005555555555555556
Chukchee,553,1,0.005555555555555556
Chukchee,165,1,0.005555555555555556
Chukchee,326,1,0.005555555555555556
Chukchee,533,1,0.005555555555555556
Chukchee,767,1,0.005555555555555556
Chukchee,424,1,0.005555555555555556
Chukchee,185,1,0.005555555555555556
Chukchee,386,1,0.005555555555555556
Chukchee,534,1,0.005555555555555556
Chukchee,123,1,0.005555555555555556
Chukchee,775,1,0.005555555555555556
Chukchee,177,1,0.005555555555555556
Chukchee,758,1,0.005555555555555556
Chukchee,411,1,0.005555555555555556
Chukchee,158,1,0.005555555555555556
Chukchee,524,1,0.005555555555555556
Chukchee,551,1,0.005555555555555556
Chukchee,685,1,0.005555555555555556
Chukchee,321,1,0.005555555555555556
Chukchee,829,1,0.005555555555555556
Chukchee,272,1,0.005555555555555556
Chukchee,281,1,0.005555555555555556
Chukchee,627,1,0.005555555555555556
Chuuk,776,101,0.40562248995983935
Chuuk,755,61,0.24497991967871485
Chuuk,833,33,0.13253012048192772
Chuuk,192,31,0.12449799196787148
Chuuk,858,28,0.11244979919678715
Chuuk,177,27,0.10843373493975904
Chuuk,626,22,0.08835341365461848
Chuuk,178,18,0.07228915662650602
Chuuk,784,17,0.06827309236947791
Chuuk,613,14,0.05622489959839357
Chuuk,121,14,0.05622489959839357
Chuuk,775,13,0.05220883534136546
Chuuk,856,12,0.04819277108433735
Chuuk,824,8,0.0321285140562249
Chuuk,648,8,0.0321285140562249
Chuuk,843,8,0.0321285140562249
Chuuk,757,8,0.0321285140562249
Chuuk,164,7,0.028112449799196786
Chuuk,826,7,0.028112449799196786
Chuuk,837,7,0.028112449799196786
Chuuk,593,7,0.028112449799196786
Chuuk,844,7,0.028112449799196786
Chuuk,743,7,0.028112449799196786
Chuuk,756,6,0.024096385542168676
Chuuk,262,6,0.024096385542168676
Chuuk,226,5,0.020080321285140562
Chuuk,159,5,0.020080321285140562
Chuuk,124,5,0.020080321285140562
Chuuk,578,5,0.020080321285140562
Chuuk,846,5,0.020080321285140562
Chuuk,554,4,0.01606425702811245
Chuuk,823,4,0.01606425702811245
Chuuk,171,4,0.01606425702811245
Chuuk,834,4,0.01606425702811245
Chuuk,154,4,0.01606425702811245
Chuuk,761,4,0.01606425702811245
Chuuk,182,4,0.01606425702811245
Chuuk,797,4,0.01606425702811245
Chuuk,291,4,0.01606425702811245
Chuuk,411,3,0.012048192771084338
Chuuk,461,3,0.012048192771084338
Chuuk,782,3,0.012048192771084338
Chuuk,466,3,0.012048192771084338
Chuuk,602,3,0.012048192771084338
Chuuk,273,3,0.012048192771084338
Chuuk,431,3,0.012048192771084338
Chuuk,423,3,0.012048192771084338
Chuuk,764,2,0.008032128514056224
Chuuk,424,2,0.008032128514056224
Chuuk,857,2,0.008032128514056224
Chuuk,152,2,0.008032128514056224
Chuuk,778,2,0.008032128514056224
Chuuk,196,2,0.008032128514056224
Chuuk,628,2,0.008032128514056224
Chuuk,114,2,0.008032128514056224
Chuuk,627,2,0.008032128514056224
Chuuk,744,2,0.008032128514056224
Chuuk,828,2,0.008032128514056224
Chuuk,576,2,0.008032128514056224
Chuuk,128,2,0.008032128514056224
Chuuk,634,2,0.008032128514056224
Chuuk,183,2,0.008032128514056224
Chuuk,304,2,0.008032128514056224
Chuuk,762,2,0.008032128514056224
Chuuk,501,2,0.008032128514056224
Chuuk,173,2,0.008032128514056224
Chuuk,577,2,0.008032128514056224
Chuuk,415,2,0.008032128514056224
Chuuk,513,2,0.008032128514056224
Chuuk,372,2,0.008032128514056224
Chuuk,789,2,0.008032128514056224
Chuuk,759,2,0.008032128514056224
Chuuk,245,2,0.008032128514056224
Chuuk,562,2,0.008032128514056224
Chuuk,853,2,0.008032128514056224
Chuuk,302,2,0.008032128514056224
Chuuk,184,2,0.008032128514056224
Chuuk,864,2,0.008032128514056224
Chuuk,821,2,0.008032128514056224
Chuuk,552,1,0.004016064257028112
Chuuk,286,1,0.004016064257028112
Chuuk,344,1,0.004016064257028112
Chuuk,571,1,0.004016064257028112
Chuuk,341,1,0.004016064257028112
Chuuk,292,1,0.004016064257028112
Chuuk,726,1,0.004016064257028112
Chuuk,622,1,0.004016064257028112
Chuuk,841,1,0.004016064257028112
Chuuk,682,1,0.004016064257028112
Chuuk,788,1,0.004016064257028112
Chuuk,845,1,0.004016064257028112
Chuuk,428,1,0.004016064257028112
Chuuk,854,1,0.004016064257028112
Chuuk,202,1,0.004016064257028112
Chuuk,771,1,0.004016064257028112
Chuuk,777,1,0.004016064257028112
Chuuk,829,1,0.004016064257028112
Chuuk,264,1,0.004016064257028112
Chuuk,198,1,0.004016064257028112
Chuuk,796,1,0.004016064257028112
Chuuk,551,1,0.004016064257028112
Chuuk,624,1,0.004016064257028112
Chuuk,396,1,0.004016064257028112
Chuuk,463,1,0.004016064257028112
Chuuk,142,1,0.004016064257028112
Chuuk,296,1,0.004016064257028112
Chuuk,412,1,0.004016064257028112
Chuuk,151,1,0.004016064257028112
Chuuk,861,1,0.004016064257028112
Chuuk,539,1,0.004016064257028112
Chuuk,772,1,0.004016064257028112
Chuuk,684,1,0.004016064257028112
Chuuk,244,1,0.004016064257028112
Chuuk,827,1,0.004016064257028112
Chuuk,155,1,0.004016064257028112
Chuuk,574,1,0.004016064257028112
Chuuk,165,1,0.004016064257028112
Chuuk,763,1,0.004016064257028112
Chuuk,361,1,0.004016064257028112
Chuuk,712,1,0.004016064257028112
Chuuk,766,1,0.004016064257028112
Chuuk,126,1,0.004016064257028112
Chuuk,278,1,0.004016064257028112
Chuuk,791,1,0.004016064257028112
Copper Inuit,123,5,0.15151515151515152
Copper Inuit,732,4,0.12121212121212122
Copper Inuit,114,4,0.12121212121212122
Copper Inuit,159,4,0.12121212121212122
Copper Inuit,755,4,0.12121212121212122
Copper Inuit,736,4,0.12121212121212122
Copper Inuit,164,4,0.12121212121212122
Copper Inuit,237,3,0.09090909090909091
Copper Inuit,132,3,0.09090909090909091
Copper Inuit,165,2,0.06060606060606061
Copper Inuit,225,2,0.06060606060606061
Copper Inuit,758,2,0.06060606060606061
Copper Inuit,142,2,0.06060606060606061
Copper Inuit,757,2,0.06060606060606061
Copper Inuit,362,2,0.06060606060606061
Copper Inuit,743,2,0.06060606060606061
Copper Inuit,145,2,0.06060606060606061
Copper Inuit,756,2,0.06060606060606061
Copper Inuit,764,1,0.030303030303030304
Copper Inuit,501,1,0.030303030303030304
Copper Inuit,535,1,0.030303030303030304
Copper Inuit,534,1,0.030303030303030304
Copper Inuit,493,1,0.030303030303030304
Copper Inuit,574,1,0.030303030303030304
Copper Inuit,531,1,0.030303030303030304
Copper Inuit,625,1,0.030303030303030304
Copper Inuit,731,1,0.030303030303030304
Copper Inuit,657,1,0.030303030303030304
Copper Inuit,789,1,0.030303030303030304
Copper Inuit,794,1,0.030303030303030304
Copper Inuit,797,1,0.030303030303030304
Copper Inuit,854,1,0.030303030303030304
Copper Inuit,484,1,0.030303030303030304
Copper Inuit,551,1,0.030303030303030304
Copper Inuit,553,1,0.030303030303030304
Copper Inuit,776,1,0.030303030303030304
Copper Inuit,829,1,0.030303030303030304
Copper Inuit,221,1,0.030303030303030304
Copper Inuit,492,1,0.030303030303030304
Copper Inuit,352,1,0.030303030303030304
Copper Inuit,482,1,0.030303030303030304
Copper Inuit,231,1,0.030303030303030304
Copper Inuit,744,1,0.030303030303030304
Copper Inuit,273,1,0.030303030303030304
Copper Inuit,151,1,0.030303030303030304
Copper Inuit,821,1,0.030303030303030304
Copper Inuit,147,1,0.030303030303030304
Copper Inuit,0,1,0.030303030303030304
Copper Inuit,133,1,0.030303030303030304
Copper Inuit,136,1,0.030303030303030304
Copper Inuit,211,1,0.030303030303030304
Copper Inuit,224,1,0.030303030303030304
Copper Inuit,226,1,0.030303030303030304
Copper Inuit,251,1,0.030303030303030304
Copper Inuit,439,1,0.030303030303030304
Copper Inuit,276,1,0.030303030303030304
Copper Inuit,281,1,0.030303030303030304
Copper Inuit,291,1,0.030303030303030304
Copper Inuit,292,1,0.030303030303030304
Copper Inuit,293,1,0.030303030303030304
Copper Inuit,302,1,0.030303030303030304
Copper Inuit,312,1,0.030303030303030304
Copper Inuit,342,1,0.030303030303030304
Copper Inuit,412,1,0.030303030303030304
Copper Inuit,415,1,0.030303030303030304
Copper Inuit,416,1,0.030303030303030304
Copper Inuit,372,1,0.030303030303030304
Dogon,782,31,0.2440944881889764
Dogon,774,22,0.1732283464566929
Dogon,778,22,0.1732283464566929
Dogon,755,19,0.14960629921259844
Dogon,824,18,0.14173228346456693
Dogon,775,15,0.11811023622047244
Dogon,825,15,0.11811023622047244
Dogon,783,14,0.11023622047244094
Dogon,539,12,0.09448818897637795
Dogon,789,12,0.09448818897637795
Dogon,787,12,0.09448818897637795
Dogon,794,11,0.08661417322834646
Dogon,784,11,0.08661417322834646
Dogon,757,9,0.07086614173228346
Dogon,776,9,0.07086614173228346
Dogon,159,9,0.07086614173228346
Dogon,826,8,0.06299212598425197
Dogon,732,8,0.06299212598425197
Dogon,881,7,0.05511811023622047
Dogon,828,7,0.05511811023622047
Dogon,262,7,0.05511811023622047
Dogon,278,6,0.047244094488188976
Dogon,177,6,0.047244094488188976
Dogon,304,6,0.047244094488188976
Dogon,535,6,0.047244094488188976
Dogon,524,6,0.047244094488188976
Dogon,761,6,0.047244094488188976
Dogon,575,5,0.03937007874015748
Dogon,821,5,0.03937007874015748
Dogon,796,5,0.03937007874015748
Dogon,164,5,0.03937007874015748
Dogon,532,5,0.03937007874015748
Dogon,773,5,0.03937007874015748
Dogon,793,5,0.03937007874015748
Dogon,124,4,0.031496062992125984
Dogon,827,4,0.031496062992125984
Dogon,241,4,0.031496062992125984
Dogon,301,4,0.031496062992125984
Dogon,842,4,0.031496062992125984
Dogon,823,4,0.031496062992125984
Dogon,744,4,0.031496062992125984
Dogon,123,4,0.031496062992125984
Dogon,522,4,0.031496062992125984
Dogon,224,4,0.031496062992125984
Dogon,513,4,0.031496062992125984
Dogon,152,3,0.023622047244094488
Dogon,343,3,0.023622047244094488
Dogon,302,3,0.023622047244094488
Dogon,342,3,0.023622047244094488
Dogon,191,3,0.023622047244094488
Dogon,759,3,0.023622047244094488
Dogon,386,3,0.023622047244094488
Dogon,283,3,0.023622047244094488
Dogon,769,3,0.023622047244094488
Dogon,562,3,0.023622047244094488
Dogon,841,3,0.023622047244094488
Dogon,531,3,0.023622047244094488
Dogon,578,3,0.023622047244094488
Dogon,763,3,0.023622047244094488
Dogon,765,3,0.023622047244094488
Dogon,192,2,0.015748031496062992
Dogon,411,2,0.015748031496062992
Dogon,246,2,0.015748031496062992
Dogon,285,2,0.015748031496062992
Dogon,862,2,0.015748031496062992
Dogon,226,2,0.015748031496062992
Dogon,857,2,0.015748031496062992
Dogon,843,2,0.015748031496062992
Dogon,235,2,0.015748031496062992
Dogon,766,2,0.015748031496062992
Dogon,412,2,0.015748031496062992
Dogon,554,2,0.015748031496062992
Dogon,852,2,0.015748031496062992
Dogon,772,2,0.015748031496062992
Dogon,553,2,0.015748031496062992
Dogon,291,2,0.015748031496062992
Dogon,534,2,0.015748031496062992
Dogon,263,2,0.015748031496062992
Dogon,854,2,0.015748031496062992
Dogon,626,2,0.015748031496062992
Dogon,756,2,0.015748031496062992
Dogon,887,2,0.015748031496062992
Dogon,521,2,0.015748031496062992
Dogon,0,2,0.015748031496062992
Dogon,844,2,0.015748031496062992
Dogon,833,1,0.007874015748031496
Dogon,613,1,0.007874015748031496
Dogon,801,1,0.007874015748031496
Dogon,611,1,0.007874015748031496
Dogon,822,1,0.007874015748031496
Dogon,571,1,0.007874015748031496
Dogon,415,1,0.007874015748031496
Dogon,684,1,0.007874015748031496
Dogon,462,1,0.007874015748031496
Dogon,461,1,0.007874015748031496
Dogon,848,1,0.007874015748031496
Dogon,545,1,0.007874015748031496
Dogon,831,1,0.007874015748031496
Dogon,591,1,0.007874015748031496
Dogon,868,1,0.007874015748031496
Dogon,861,1,0.007874015748031496
Dogon,561,1,0.007874015748031496
Dogon,856,1,0.007874015748031496
Dogon,853,1,0.007874015748031496
Dogon,829,1,0.007874015748031496
Dogon,457,1,0.007874015748031496
Dogon,851,1,0.007874015748031496
Dogon,352,1,0.007874015748031496
Dogon,286,1,0.007874015748031496
Dogon,614,1,0.007874015748031496
Dogon,882,1,0.007874015748031496
Dogon,602,1,0.007874015748031496
Dogon,866,1,0.007874015748031496
Dogon,533,1,0.007874015748031496
Dogon,845,1,0.007874015748031496
Dogon,413,1,0.007874015748031496
Dogon,171,1,0.007874015748031496
Dogon,292,1,0.007874015748031496
Dogon,767,1,0.007874015748031496
Dogon,758,1,0.007874015748031496
Dogon,855,1,0.007874015748031496
Dogon,165,1,0.007874015748031496
Dogon,888,1,0.007874015748031496
Dogon,764,1,0.007874015748031496
Dogon,551,1,0.007874015748031496
Dogon,432,1,0.007874015748031496
Dogon,472,1,0.007874015748031496
Dogon,762,1,0.007874015748031496
Dogon,768,1,0.007874015748031496
Dogon,237,1,0.007874015748031496
Dogon,115,1,0.007874015748031496
Dogon,788,1,0.007874015748031496
Dogon,499,1,0.007874015748031496
Dogon,181,1,0.007874015748031496
Dogon,609,1,0.007874015748031496
Dogon,122,1,0.007874015748031496
Dogon,791,1,0.007874015748031496
Dogon,587,1,0.007874015748031496
Dogon,147,1,0.007874015748031496
Dogon,195,1,0.007874015748031496
Dogon,326,1,0.007874015748031496
Dogon,178,1,0.007874015748031496
Dogon,465,1,0.007874015748031496
Dogon,481,1,0.007874015748031496
Dogon,232,1,0.007874015748031496
Dogon,593,1,0.007874015748031496
Dogon,586,1,0.007874015748031496
Dogon,431,1,0.007874015748031496
Dogon,372,1,0.007874015748031496
Dogon,314,1,0.007874015748031496
Dogon,231,1,0.007874015748031496
Dogon,273,1,0.007874015748031496
Dogon,244,1,0.007874015748031496
Dogon,227,1,0.007874015748031496
Dogon,294,1,0.007874015748031496
Dogon,515,1,0.007874015748031496
Dogon,388,1,0.007874015748031496
Dogon,424,1,0.007874015748031496
Dogon,293,1,0.007874015748031496
Dogon,364,1,0.007874015748031496
Eastern Toraja,776,67,0.20615384615384616
Eastern Toraja,784,62,0.19076923076923077
Eastern Toraja,755,62,0.19076923076923077
Eastern Toraja,789,52,0.16
Eastern Toraja,184,39,0.12
Eastern Toraja,824,36,0.11076923076923077
Eastern Toraja,761,36,0.11076923076923077
Eastern Toraja,243,34,0.10461538461538461
Eastern Toraja,793,33,0.10153846153846154
Eastern Toraja,782,32,0.09846153846153846
Eastern Toraja,774,28,0.08615384615384615
Eastern Toraja,262,28,0.08615384615384615
Eastern Toraja,825,27,0.08307692307692308
Eastern Toraja,787,27,0.08307692307692308
Eastern Toraja,775,19,0.05846153846153846
Eastern Toraja,757,18,0.055384615384615386
Eastern Toraja,769,18,0.055384615384615386
Eastern Toraja,823,17,0.052307692307692305
Eastern Toraja,164,15,0.046153846153846156
Eastern Toraja,826,14,0.043076923076923075
Eastern Toraja,539,13,0.04
Eastern Toraja,237,13,0.04
Eastern Toraja,177,12,0.036923076923076927
Eastern Toraja,821,12,0.036923076923076927
Eastern Toraja,764,12,0.036923076923076927
Eastern Toraja,756,12,0.036923076923076927
Eastern Toraja,231,11,0.033846153846153845
Eastern Toraja,304,11,0.033846153846153845
Eastern Toraja,852,10,0.03076923076923077
Eastern Toraja,648,10,0.03076923076923077
Eastern Toraja,765,10,0.03076923076923077
Eastern Toraja,783,10,0.03076923076923077
Eastern Toraja,796,10,0.03076923076923077
Eastern Toraja,763,9,0.027692307692307693
Eastern Toraja,276,9,0.027692307692307693
Eastern Toraja,758,9,0.027692307692307693
Eastern Toraja,554,9,0.027692307692307693
Eastern Toraja,827,9,0.027692307692307693
Eastern Toraja,252,8,0.024615384615384615
Eastern Toraja,342,7,0.021538461538461538
Eastern Toraja,533,7,0.021538461538461538
Eastern Toraja,273,7,0.021538461538461538
Eastern Toraja,801,7,0.021538461538461538
Eastern Toraja,263,6,0.018461538461538463
Eastern Toraja,726,6,0.018461538461538463
Eastern Toraja,788,6,0.018461538461538463
Eastern Toraja,593,6,0.018461538461538463
Eastern Toraja,766,6,0.018461538461538463
Eastern Toraja,152,6,0.018461538461538463
Eastern Toraja,476,6,0.018461538461538463
Eastern Toraja,828,6,0.018461538461538463
Eastern Toraja,844,6,0.018461538461538463
Eastern Toraja,721,6,0.018461538461538463
Eastern Toraja,778,6,0.018461538461538463
Eastern Toraja,779,5,0.015384615384615385
Eastern Toraja,301,5,0.015384615384615385
Eastern Toraja,412,5,0.015384615384615385
Eastern Toraja,609,5,0.015384615384615385
Eastern Toraja,701,5,0.015384615384615385
Eastern Toraja,846,5,0.015384615384615385
Eastern Toraja,842,5,0.015384615384615385
Eastern Toraja,372,5,0.015384615384615385
Eastern Toraja,302,5,0.015384615384615385
Eastern Toraja,780,4,0.012307692307692308
Eastern Toraja,484,4,0.012307692307692308
Eastern Toraja,171,4,0.012307692307692308
Eastern Toraja,681,4,0.012307692307692308
Eastern Toraja,567,4,0.012307692307692308
Eastern Toraja,313,4,0.012307692307692308
Eastern Toraja,178,4,0.012307692307692308
Eastern Toraja,777,4,0.012307692307692308
Eastern Toraja,881,4,0.012307692307692308
Eastern Toraja,192,4,0.012307692307692308
Eastern Toraja,514,4,0.012307692307692308
Eastern Toraja,292,4,0.012307692307692308
Eastern Toraja,264,4,0.012307692307692308
Eastern Toraja,322,4,0.012307692307692308
Eastern Toraja,461,4,0.012307692307692308
Eastern Toraja,114,4,0.012307692307692308
Eastern Toraja,285,3,0.009230769230769232
Eastern Toraja,822,3,0.009230769230769232
Eastern Toraja,241,3,0.009230769230769232
Eastern Toraja,462,3,0.009230769230769232
Eastern Toraja,643,3,0.009230769230769232
Eastern Toraja,732,3,0.009230769230769232
Eastern Toraja,481,3,0.009230769230769232
Eastern Toraja,515,3,0.009230769230769232
Eastern Toraja,731,3,0.009230769230769232
Eastern Toraja,553,3,0.009230769230769232
Eastern Toraja,856,3,0.009230769230769232
Eastern Toraja,574,3,0.009230769230769232
Eastern Toraja,843,3,0.009230769230769232
Eastern Toraja,531,3,0.009230769230769232
Eastern Toraja,551,3,0.009230769230769232
Eastern Toraja,431,3,0.009230769230769232
Eastern Toraja,415,3,0.009230769230769232
Eastern Toraja,232,3,0.009230769230769232
Eastern Toraja,136,2,0.006153846153846154
Eastern Toraja,820,2,0.006153846153846154
Eastern Toraja,622,2,0.006153846153846154
Eastern Toraja,853,2,0.006153846153846154
Eastern Toraja,833,2,0.006153846153846154
Eastern Toraja,513,2,0.006153846153846154
Eastern Toraja,861,2,0.006153846153846154
Eastern Toraja,695,2,0.006153846153846154
Eastern Toraja,855,2,0.006153846153846154
Eastern Toraja,773,2,0.006153846153846154
Eastern Toraja,727,2,0.006153846153846154
Eastern Toraja,532,2,0.006153846153846154
Eastern Toraja,837,2,0.006153846153846154
Eastern Toraja,224,2,0.006153846153846154
Eastern Toraja,173,2,0.006153846153846154
Eastern Toraja,521,2,0.006153846153846154
Eastern Toraja,343,2,0.006153846153846154
Eastern Toraja,556,2,0.006153846153846154
Eastern Toraja,538,2,0.006153846153846154
Eastern Toraja,251,2,0.006153846153846154
Eastern Toraja,845,2,0.006153846153846154
Eastern Toraja,606,2,0.006153846153846154
Eastern Toraja,271,2,0.006153846153846154
Eastern Toraja,0,2,0.006153846153846154
Eastern Toraja,767,2,0.006153846153846154
Eastern Toraja,576,2,0.006153846153846154
Eastern Toraja,123,2,0.006153846153846154
Eastern Toraja,244,2,0.006153846153846154
Eastern Toraja,588,2,0.006153846153846154
Eastern Toraja,325,2,0.006153846153846154
Eastern Toraja,323,2,0.006153846153846154
Eastern Toraja,182,2,0.006153846153846154
Eastern Toraja,354,1,0.003076923076923077
Eastern Toraja,527,1,0.003076923076923077
Eastern Toraja,558,1,0.003076923076923077
Eastern Toraja,516,1,0.003076923076923077
Eastern Toraja,583,1,0.003076923076923077
Eastern Toraja,287,1,0.003076923076923077
Eastern Toraja,836,1,0.003076923076923077
Eastern Toraja,320,1,0.003076923076923077
Eastern Toraja,104,1,0.003076923076923077
Eastern Toraja,465,1,0.003076923076923077
Eastern Toraja,326,1,0.003076923076923077
Eastern Toraja,463,1,0.003076923076923077
Eastern Toraja,865,1,0.003076923076923077
Eastern Toraja,433,1,0.003076923076923077
Eastern Toraja,103,1,0.003076923076923077
Eastern Toraja,352,1,0.003076923076923077
Eastern Toraja,349,1,0.003076923076923077
Eastern Toraja,631,1,0.003076923076923077
Eastern Toraja,291,1,0.003076923076923077
Eastern Toraja,848,1,0.003076923076923077
Eastern Toraja,792,1,0.003076923076923077
Eastern Toraja,867,1,0.003076923076923077
Eastern Toraja,417,1,0.003076923076923077
Eastern Toraja,869,1,0.003076923076923077
Eastern Toraja,875,1,0.003076923076923077
Eastern Toraja,142,1,0.003076923076923077
Eastern Toraja,832,1,0.003076923076923077
Eastern Toraja,162,1,0.003076923076923077
Eastern Toraja,687,1,0.003076923076923077
Eastern Toraja,685,1,0.003076923076923077
Eastern Toraja,868,1,0.003076923076923077
Eastern Toraja,602,1,0.003076923076923077
Eastern Toraja,854,1,0.003076923076923077
Eastern Toraja,432,1,0.003076923076923077
Eastern Toraja,202,1,0.003076923076923077
Eastern Toraja,174,1,0.003076923076923077
Eastern Toraja,113,1,0.003076923076923077
Eastern Toraja,235,1,0.003076923076923077
Eastern Toraja,439,1,0.003076923076923077
Eastern Toraja,425,1,0.003076923076923077
Eastern Toraja,535,1,0.003076923076923077
Eastern Toraja,684,1,0.003076923076923077
Eastern Toraja,491,1,0.003076923076923077
Eastern Toraja,724,1,0.003076923076923077
Eastern Toraja,147,1,0.003076923076923077
Eastern Toraja,526,1,0.003076923076923077
Eastern Toraja,198,1,0.003076923076923077
Eastern Toraja,772,1,0.003076923076923077
Eastern Toraja,671,1,0.003076923076923077
Eastern Toraja,222,1,0.003076923076923077
Eastern Toraja,416,1,0.003076923076923077
Eastern Toraja,278,1,0.003076923076923077
Eastern Toraja,735,1,0.003076923076923077
Eastern Toraja,562,1,0.003076923076923077
Eastern Toraja,587,1,0.003076923076923077
Eastern Toraja,589,1,0.003076923076923077
Eastern Toraja,584,1,0.003076923076923077
Eastern Toraja,321,1,0.003076923076923077
Eastern Toraja,797,1,0.003076923076923077
Eastern Toraja,424,1,0.003076923076923077
Eastern Toraja,261,1,0.003076923076923077
Eastern Toraja,829,1,0.003076923076923077
Eastern Toraja,628,1,0.003076923076923077
Eastern Toraja,571,1,0.003076923076923077
Eastern Toraja,585,1,0.003076923076923077
Eastern Toraja,582,1,0.003076923076923077
Eastern Toraja,791,1,0.003076923076923077
Ganda,775,18,0.21428571428571427
Ganda,776,15,0.17857142857142858
Ganda,643,15,0.17857142857142858
Ganda,158,12,0.14285714285714285
Ganda,789,10,0.11904761904761904
Ganda,755,10,0.11904761904761904
Ganda,173,7,0.08333333333333333
Ganda,782,7,0.08333333333333333
Ganda,828,7,0.08333333333333333
Ganda,854,6,0.07142857142857142
Ganda,826,5,0.05952380952380952
Ganda,114,5,0.05952380952380952
Ganda,774,5,0.05952380952380952
Ganda,164,5,0.05952380952380952
Ganda,346,4,0.047619047619047616
Ganda,756,4,0.047619047619047616
Ganda,152,4,0.047619047619047616
Ganda,846,4,0.047619047619047616
Ganda,769,4,0.047619047619047616
Ganda,361,4,0.047619047619047616
Ganda,787,3,0.03571428571428571
Ganda,177,3,0.03571428571428571
Ganda,765,3,0.03571428571428571
Ganda,783,3,0.03571428571428571
Ganda,825,3,0.03571428571428571
Ganda,726,3,0.03571428571428571
Ganda,778,3,0.03571428571428571
Ganda,614,2,0.023809523809523808
Ganda,262,2,0.023809523809523808
Ganda,671,2,0.023809523809523808
Ganda,524,2,0.023809523809523808
Ganda,368,2,0.023809523809523808
Ganda,821,2,0.023809523809523808
Ganda,515,2,0.023809523809523808
Ganda,631,2,0.023809523809523808
Ganda,824,2,0.023809523809523808
Ganda,0,2,0.023809523809523808
Ganda,534,2,0.023809523809523808
Ganda,793,2,0.023809523809523808
Ganda,757,2,0.023809523809523808
Ganda,744,2,0.023809523809523808
Ganda,662,2,0.023809523809523808
Ganda,758,2,0.023809523809523808
Ganda,761,2,0.023809523809523808
Ganda,731,2,0.023809523809523808
Ganda,174,1,0.011904761904761904
Ganda,796,1,0.011904761904761904
Ganda,491,1,0.011904761904761904
