Culture,OCM,Frequency,Proportion_of_Passages
Ganda,482,1,0.011904761904761904
Ganda,773,1,0.011904761904761904
Ganda,653,1,0.011904761904761904
Ganda,291,1,0.011904761904761904
Ganda,771,1,0.011904761904761904
Ganda,634,1,0.011904761904761904
Ganda,693,1,0.011904761904761904
Ganda,513,1,0.011904761904761904
Ganda,622,1,0.011904761904761904
Ganda,151,1,0.011904761904761904
Ganda,632,1,0.011904761904761904
Ganda,147,1,0.011904761904761904
Ganda,192,1,0.011904761904761904
Ganda,743,1,0.011904761904761904
Ganda,123,1,0.011904761904761904
Ganda,766,1,0.011904761904761904
Ganda,121,1,0.011904761904761904
Ganda,171,1,0.011904761904761904
Ganda,273,1,0.011904761904761904
Ganda,195,1,0.011904761904761904
Ganda,276,1,0.011904761904761904
Ganda,285,1,0.011904761904761904
Ganda,178,1,0.011904761904761904
Ganda,567,1,0.011904761904761904
Ganda,827,1,0.011904761904761904
Ganda,842,1,0.011904761904761904
Ganda,791,1,0.011904761904761904
Ganda,626,1,0.011904761904761904
Ganda,202,1,0.011904761904761904
Ganda,764,1,0.011904761904761904
Ganda,539,1,0.011904761904761904
Ganda,608,1,0.011904761904761904
Ganda,701,1,0.011904761904761904
Ganda,845,1,0.011904761904761904
Ganda,644,1,0.011904761904761904
Ganda,344,1,0.011904761904761904
Ganda,481,1,0.011904761904761904
Ganda,595,1,0.011904761904761904
Ganda,645,1,0.011904761904761904
Ganda,577,1,0.011904761904761904
Ganda,648,1,0.011904761904761904
Ganda,669,1,0.011904761904761904
Ganda,681,1,0.011904761904761904
Ganda,301,1,0.011904761904761904
Ganda,415,1,0.011904761904761904
Ganda,856,1,0.011904761904761904
Ganda,272,1,0.011904761904761904
Ganda,593,1,0.011904761904761904
Ganda,857,1,0.011904761904761904
Ganda,868,1,0.011904761904761904
Ganda,606,1,0.011904761904761904
Ganda,605,1,0.011904761904761904
Ganda,834,1,0.011904761904761904
Ganda,759,1,0.011904761904761904
Ganda,813,1,0.011904761904761904
Garo,776,99,0.792
Garo,773,67,0.536
Garo,539,67,0.536
Garo,782,43,0.344
Garo,755,25,0.2
Garo,824,21,0.168
Garo,789,16,0.128
Garo,821,4,0.032
Garo,775,3,0.024
Garo,771,3,0.024
Garo,778,3,0.024
Garo,761,2,0.016
Garo,115,2,0.016
Garo,787,2,0.016
Garo,764,2,0.016
Garo,241,2,0.016
Garo,161,2,0.016
Garo,826,2,0.016
Garo,825,2,0.016
Garo,101,2,0.016
Garo,114,2,0.016
Garo,131,2,0.016
Garo,756,1,0.008
Garo,551,1,0.008
Garo,556,1,0.008
Garo,685,1,0.008
Garo,361,1,0.008
Garo,777,1,0.008
Garo,103,1,0.008
Garo,795,1,0.008
Garo,532,1,0.008
Garo,793,1,0.008
Garo,177,1,0.008
Garo,844,1,0.008
Garo,841,1,0.008
Garo,797,1,0.008
Garo,273,1,0.008
Garo,534,1,0.008
Garo,535,1,0.008
Garo,574,1,0.008
Garo,784,1,0.008
Garo,243,1,0.008
Garo,142,1,0.008
Garo,291,1,0.008
Garo,301,1,0.008
Garo,516,1,0.008
Garo,766,1,0.008
Garo,184,1,0.008
Garo,178,1,0.008
Garo,783,1,0.008
Garo,758,1,0.008
Guaraní,184,6,0.2222222222222222
Guaraní,881,6,0.2222222222222222
Guaraní,262,5,0.18518518518518517
Guaraní,824,5,0.18518518518518517
Guaraní,755,4,0.14814814814814814
Guaraní,178,4,0.14814814814814814
Guaraní,761,4,0.14814814814814814
Guaraní,177,4,0.14814814814814814
Guaraní,756,3,0.1111111111111111
Guaraní,237,3,0.1111111111111111
Guaraní,784,3,0.1111111111111111
Guaraní,846,3,0.1111111111111111
Guaraní,797,2,0.07407407407407407
Guaraní,159,2,0.07407407407407407
Guaraní,304,2,0.07407407407407407
Guaraní,164,2,0.07407407407407407
Guaraní,774,2,0.07407407407407407
Guaraní,775,2,0.07407407407407407
Guaraní,825,2,0.07407407407407407
Guaraní,182,2,0.07407407407407407
Guaraní,113,2,0.07407407407407407
Guaraní,121,2,0.07407407407407407
Guaraní,828,2,0.07407407407407407
Guaraní,301,2,0.07407407407407407
Guaraní,773,2,0.07407407407407407
Guaraní,171,2,0.07407407407407407
Guaraní,827,2,0.07407407407407407
Guaraní,789,2,0.07407407407407407
Guaraní,776,1,0.037037037037037035
Guaraní,765,1,0.037037037037037035
Guaraní,241,1,0.037037037037037035
Guaraní,411,1,0.037037037037037035
Guaraní,562,1,0.037037037037037035
Guaraní,764,1,0.037037037037037035
Guaraní,743,1,0.037037037037037035
Guaraní,757,1,0.037037037037037035
Guaraní,758,1,0.037037037037037035
Guaraní,759,1,0.037037037037037035
Guaraní,165,1,0.037037037037037035
Guaraní,731,1,0.037037037037037035
Guaraní,787,1,0.037037037037037035
Guaraní,146,1,0.037037037037037035
Guaraní,578,1,0.037037037037037035
Guaraní,571,1,0.037037037037037035
Guaraní,733,1,0.037037037037037035
Guaraní,844,1,0.037037037037037035
Guaraní,842,1,0.037037037037037035
Guaraní,823,1,0.037037037037037035
Guaraní,192,1,0.037037037037037035
Guaraní,302,1,0.037037037037037035
Guaraní,792,1,0.037037037037037035
Guaraní,263,1,0.037037037037037035
Guaraní,115,1,0.037037037037037035
Guaraní,278,1,0.037037037037037035
Guaraní,577,1,0.037037037037037035
Guaraní,867,1,0.037037037037037035
Guaraní,868,1,0.037037037037037035
Guaraní,782,1,0.037037037037037035
Guaraní,624,1,0.037037037037037035
Guaraní,744,1,0.037037037037037035
Hausa,776,50,0.6493506493506493
Hausa,782,13,0.16883116883116883
Hausa,794,10,0.12987012987012986
Hausa,756,5,0.06493506493506493
Hausa,755,5,0.06493506493506493
Hausa,787,5,0.06493506493506493
Hausa,159,5,0.06493506493506493
Hausa,171,4,0.05194805194805195
Hausa,798,3,0.03896103896103896
Hausa,551,3,0.03896103896103896
Hausa,781,3,0.03896103896103896
Hausa,853,3,0.03896103896103896
Hausa,788,3,0.03896103896103896
Hausa,825,3,0.03896103896103896
Hausa,732,2,0.025974025974025976
Hausa,533,2,0.025974025974025976
Hausa,733,2,0.025974025974025976
Hausa,273,2,0.025974025974025976
Hausa,585,2,0.025974025974025976
Hausa,554,2,0.025974025974025976
Hausa,614,2,0.025974025974025976
Hausa,557,2,0.025974025974025976
Hausa,735,2,0.025974025974025976
Hausa,428,2,0.025974025974025976
Hausa,757,2,0.025974025974025976
Hausa,278,2,0.025974025974025976
Hausa,791,2,0.025974025974025976
Hausa,602,2,0.025974025974025976
Hausa,553,2,0.025974025974025976
Hausa,578,2,0.025974025974025976
Hausa,593,2,0.025974025974025976
Hausa,158,2,0.025974025974025976
Hausa,854,2,0.025974025974025976
Hausa,464,1,0.012987012987012988
Hausa,651,1,0.012987012987012988
Hausa,863,1,0.012987012987012988
Hausa,861,1,0.012987012987012988
Hausa,852,1,0.012987012987012988
Hausa,304,1,0.012987012987012988
Hausa,152,1,0.012987012987012988
Hausa,292,1,0.012987012987012988
Hausa,886,1,0.012987012987012988
Hausa,768,1,0.012987012987012988
Hausa,562,1,0.012987012987012988
Hausa,293,1,0.012987012987012988
Hausa,432,1,0.012987012987012988
Hausa,627,1,0.012987012987012988
Hausa,736,1,0.012987012987012988
Hausa,166,1,0.012987012987012988
Hausa,241,1,0.012987012987012988
Hausa,556,1,0.012987012987012988
Hausa,525,1,0.012987012987012988
Hausa,426,1,0.012987012987012988
Hausa,474,1,0.012987012987012988
Hausa,435,1,0.012987012987012988
Hausa,618,1,0.012987012987012988
Hausa,775,1,0.012987012987012988
Hausa,622,1,0.012987012987012988
Hausa,0,1,0.012987012987012988
Hausa,846,1,0.012987012987012988
Hausa,885,1,0.012987012987012988
Hausa,431,1,0.012987012987012988
Hausa,574,1,0.012987012987012988
Hausa,581,1,0.012987012987012988
Hausa,595,1,0.012987012987012988
Hausa,843,1,0.012987012987012988
Hausa,584,1,0.012987012987012988
Hausa,586,1,0.012987012987012988
Hausa,423,1,0.012987012987012988
Hausa,132,1,0.012987012987012988
Hausa,594,1,0.012987012987012988
Hausa,539,1,0.012987012987012988
Hausa,609,1,0.012987012987012988
Hausa,828,1,0.012987012987012988
Hausa,177,1,0.012987012987012988
Hausa,778,1,0.012987012987012988
Hausa,133,1,0.012987012987012988
Hausa,821,1,0.012987012987012988
Hausa,784,1,0.012987012987012988
Hausa,534,1,0.012987012987012988
Hausa,522,1,0.012987012987012988
Hausa,536,1,0.012987012987012988
Hausa,592,1,0.012987012987012988
Highland Scots,758,4,0.5714285714285714
Highland Scots,871,3,0.42857142857142855
Highland Scots,164,2,0.2857142857142857
Highland Scots,514,2,0.2857142857142857
Highland Scots,175,2,0.2857142857142857
Highland Scots,233,1,0.14285714285714285
Highland Scots,113,1,0.14285714285714285
Highland Scots,433,1,0.14285714285714285
Highland Scots,214,1,0.14285714285714285
Highland Scots,178,1,0.14285714285714285
Highland Scots,167,1,0.14285714285714285
Highland Scots,759,1,0.14285714285714285
Highland Scots,367,1,0.14285714285714285
Highland Scots,133,1,0.14285714285714285
Highland Scots,513,1,0.14285714285714285
Highland Scots,821,1,0.14285714285714285
Highland Scots,434,1,0.14285714285714285
Hopi,776,45,0.15
Hopi,159,43,0.14333333333333334
Hopi,756,43,0.14333333333333334
Hopi,115,40,0.13333333333333333
Hopi,824,35,0.11666666666666667
Hopi,755,34,0.11333333333333333
Hopi,164,32,0.10666666666666667
Hopi,796,30,0.1
Hopi,575,29,0.09666666666666666
Hopi,757,28,0.09333333333333334
Hopi,783,24,0.08
Hopi,782,24,0.08
Hopi,532,24,0.08
Hopi,784,22,0.07333333333333333
Hopi,902,21,0.07
Hopi,761,20,0.06666666666666667
Hopi,516,19,0.06333333333333334
Hopi,825,17,0.056666666666666664
Hopi,291,15,0.05
Hopi,787,15,0.05
Hopi,137,14,0.04666666666666667
Hopi,778,12,0.04
Hopi,152,11,0.03666666666666667
Hopi,821,11,0.03666666666666667
Hopi,123,11,0.03666666666666667
Hopi,597,11,0.03666666666666667
Hopi,531,10,0.03333333333333333
Hopi,614,9,0.03
Hopi,828,9,0.03
Hopi,262,9,0.03
Hopi,846,9,0.03
Hopi,602,8,0.02666666666666667
Hopi,593,7,0.023333333333333334
Hopi,302,7,0.023333333333333334
Hopi,539,7,0.023333333333333334
Hopi,789,7,0.023333333333333334
Hopi,278,7,0.023333333333333334
Hopi,178,7,0.023333333333333334
Hopi,606,6,0.02
Hopi,105,6,0.02
Hopi,183,6,0.02
Hopi,415,6,0.02
Hopi,121,5,0.016666666666666666
Hopi,854,5,0.016666666666666666
Hopi,823,5,0.016666666666666666
Hopi,353,5,0.016666666666666666
Hopi,607,5,0.016666666666666666
Hopi,292,5,0.016666666666666666
Hopi,626,5,0.016666666666666666
Hopi,154,5,0.016666666666666666
Hopi,237,5,0.016666666666666666
Hopi,861,5,0.016666666666666666
Hopi,342,5,0.016666666666666666
Hopi,574,4,0.013333333333333334
Hopi,182,4,0.013333333333333334
Hopi,843,4,0.013333333333333334
Hopi,855,4,0.013333333333333334
Hopi,834,4,0.013333333333333334
Hopi,763,4,0.013333333333333334
Hopi,535,4,0.013333333333333334
Hopi,831,4,0.013333333333333334
Hopi,731,4,0.013333333333333334
Hopi,276,4,0.013333333333333334
Hopi,857,4,0.013333333333333334
Hopi,657,4,0.013333333333333334
Hopi,386,4,0.013333333333333334
Hopi,113,4,0.013333333333333334
Hopi,744,4,0.013333333333333334
Hopi,515,4,0.013333333333333334
Hopi,764,3,0.01
Hopi,171,3,0.01
Hopi,648,3,0.01
Hopi,175,3,0.01
Hopi,621,3,0.01
Hopi,0,3,0.01
Hopi,352,3,0.01
Hopi,837,3,0.01
Hopi,536,3,0.01
Hopi,231,3,0.01
Hopi,165,3,0.01
Hopi,264,3,0.01
Hopi,759,3,0.01
Hopi,522,3,0.01
Hopi,624,3,0.01
Hopi,252,3,0.01
Hopi,829,2,0.006666666666666667
Hopi,604,2,0.006666666666666667
Hopi,184,2,0.006666666666666667
Hopi,628,2,0.006666666666666667
Hopi,608,2,0.006666666666666667
Hopi,263,2,0.006666666666666667
Hopi,881,2,0.006666666666666667
Hopi,177,2,0.006666666666666667
Hopi,157,2,0.006666666666666667
Hopi,833,2,0.006666666666666667
Hopi,551,2,0.006666666666666667
Hopi,603,2,0.006666666666666667
Hopi,461,2,0.006666666666666667
Hopi,842,2,0.006666666666666667
Hopi,901,2,0.006666666666666667
Hopi,372,2,0.006666666666666667
Hopi,771,2,0.006666666666666667
Hopi,533,2,0.006666666666666667
Hopi,844,2,0.006666666666666667
Hopi,524,2,0.006666666666666667
Hopi,774,2,0.006666666666666667
Hopi,283,2,0.006666666666666667
Hopi,241,2,0.006666666666666667
Hopi,820,2,0.006666666666666667
Hopi,186,2,0.006666666666666667
Hopi,622,2,0.006666666666666667
Hopi,762,2,0.006666666666666667
Hopi,251,2,0.006666666666666667
Hopi,286,2,0.006666666666666667
Hopi,224,2,0.006666666666666667
Hopi,822,1,0.0033333333333333335
Hopi,841,1,0.0033333333333333335
Hopi,412,1,0.0033333333333333335
Hopi,615,1,0.0033333333333333335
Hopi,856,1,0.0033333333333333335
Hopi,801,1,0.0033333333333333335
Hopi,323,1,0.0033333333333333335
Hopi,571,1,0.0033333333333333335
Hopi,777,1,0.0033333333333333335
Hopi,538,1,0.0033333333333333335
Hopi,697,1,0.0033333333333333335
Hopi,362,1,0.0033333333333333335
Hopi,853,1,0.0033333333333333335
Hopi,714,1,0.0033333333333333335
Hopi,867,1,0.0033333333333333335
Hopi,304,1,0.0033333333333333335
Hopi,785,1,0.0033333333333333335
Hopi,701,1,0.0033333333333333335
Hopi,114,1,0.0033333333333333335
Hopi,358,1,0.0033333333333333335
Hopi,562,1,0.0033333333333333335
Hopi,665,1,0.0033333333333333335
Hopi,136,1,0.0033333333333333335
Hopi,411,1,0.0033333333333333335
Hopi,135,1,0.0033333333333333335
Hopi,743,1,0.0033333333333333335
Hopi,314,1,0.0033333333333333335
Hopi,433,1,0.0033333333333333335
Hopi,181,1,0.0033333333333333335
Hopi,586,1,0.0033333333333333335
Hopi,793,1,0.0033333333333333335
Hopi,158,1,0.0033333333333333335
Hopi,788,1,0.0033333333333333335
Hopi,365,1,0.0033333333333333335
Hopi,301,1,0.0033333333333333335
Hopi,142,1,0.0033333333333333335
Hopi,775,1,0.0033333333333333335
Hopi,578,1,0.0033333333333333335
Hopi,465,1,0.0033333333333333335
Hopi,721,1,0.0033333333333333335
Hopi,685,1,0.0033333333333333335
Hopi,563,1,0.0033333333333333335
Hopi,103,1,0.0033333333333333335
Hopi,223,1,0.0033333333333333335
Hopi,827,1,0.0033333333333333335
Hopi,493,1,0.0033333333333333335
Hopi,431,1,0.0033333333333333335
Hopi,435,1,0.0033333333333333335
Hopi,888,1,0.0033333333333333335
Hopi,773,1,0.0033333333333333335
Hopi,554,1,0.0033333333333333335
Hopi,361,1,0.0033333333333333335
Hopi,423,1,0.0033333333333333335
Hopi,845,1,0.0033333333333333335
Hopi,482,1,0.0033333333333333335
Hopi,285,1,0.0033333333333333335
Hopi,272,1,0.0033333333333333335
Hopi,222,1,0.0033333333333333335
Hopi,484,1,0.0033333333333333335
Hopi,317,1,0.0033333333333333335
Hopi,462,1,0.0033333333333333335
Hopi,476,1,0.0033333333333333335
Hopi,312,1,0.0033333333333333335
Hopi,296,1,0.0033333333333333335
Hopi,798,1,0.0033333333333333335
Hopi,156,1,0.0033333333333333335
Hopi,887,1,0.0033333333333333335
Hopi,601,1,0.0033333333333333335
Hopi,596,1,0.0033333333333333335
Hopi,592,1,0.0033333333333333335
Hopi,552,1,0.0033333333333333335
Hopi,492,1,0.0033333333333333335
Hopi,885,1,0.0033333333333333335
Iban,756,67,0.6442307692307693
Iban,776,31,0.2980769230769231
Iban,755,24,0.23076923076923078
Iban,533,22,0.21153846153846154
Iban,539,21,0.20192307692307693
Iban,198,20,0.19230769230769232
Iban,824,15,0.14423076923076922
Iban,124,14,0.1346153846153846
Iban,774,14,0.1346153846153846
Iban,761,13,0.125
Iban,787,13,0.125
Iban,782,11,0.10576923076923077
Iban,789,10,0.09615384615384616
Iban,784,7,0.0673076923076923
Iban,775,5,0.04807692307692308
Iban,757,5,0.04807692307692308
Iban,825,4,0.038461538461538464
Iban,764,4,0.038461538461538464
Iban,177,3,0.028846153846153848
Iban,777,3,0.028846153846153848
Iban,828,3,0.028846153846153848
Iban,484,2,0.019230769230769232
Iban,621,2,0.019230769230769232
Iban,681,2,0.019230769230769232
Iban,178,2,0.019230769230769232
Iban,683,2,0.019230769230769232
Iban,783,2,0.019230769230769232
Iban,772,2,0.019230769230769232
Iban,114,2,0.019230769230769232
Iban,159,2,0.019230769230769232
Iban,553,2,0.019230769230769232
Iban,182,2,0.019230769230769232
Iban,773,2,0.019230769230769232
Iban,778,2,0.019230769230769232
Iban,304,2,0.019230769230769232
Iban,231,1,0.009615384615384616
Iban,301,1,0.009615384615384616
Iban,411,1,0.009615384615384616
Iban,435,1,0.009615384615384616
Iban,622,1,0.009615384615384616
Iban,685,1,0.009615384615384616
Iban,173,1,0.009615384615384616
Iban,195,1,0.009615384615384616
Iban,626,1,0.009615384615384616
Iban,262,1,0.009615384615384616
Iban,788,1,0.009615384615384616
Iban,769,1,0.009615384615384616
Iban,796,1,0.009615384615384616
Iban,597,1,0.009615384615384616
Iban,165,1,0.009615384615384616
Iban,758,1,0.009615384615384616
Iban,243,1,0.009615384615384616
Iban,171,1,0.009615384615384616
Iban,821,1,0.009615384615384616
Iban,832,1,0.009615384615384616
Iban,554,1,0.009615384615384616
Iban,278,1,0.009615384615384616
Iban,286,1,0.009615384615384616
Iban,538,1,0.009615384615384616
Iban,826,1,0.009615384615384616
Iban,302,1,0.009615384615384616
Iban,845,1,0.009615384615384616
Iban,184,1,0.009615384615384616
Iban,562,1,0.009615384615384616
Iban,342,1,0.009615384615384616
Iban,727,1,0.009615384615384616
Iban,765,1,0.009615384615384616
Iban,532,1,0.009615384615384616
Iban,137,1,0.009615384615384616
Iban,763,1,0.009615384615384616
Iban,797,1,0.009615384615384616
Ifugao,776,410,0.8023483365949119
Ifugao,755,356,0.6966731898238747
Ifugao,782,317,0.6203522504892368
Ifugao,793,297,0.5812133072407045
Ifugao,775,272,0.5322896281800391
Ifugao,539,270,0.5283757338551859
Ifugao,787,266,0.5205479452054794
Ifugao,592,25,0.04892367906066536
Ifugao,773,16,0.03131115459882583
Ifugao,788,12,0.023483365949119372
Ifugao,761,11,0.021526418786692758
Ifugao,774,10,0.019569471624266144
Ifugao,685,8,0.015655577299412915
Ifugao,554,7,0.0136986301369863
Ifugao,164,6,0.011741682974559686
Ifugao,784,6,0.011741682974559686
Ifugao,731,6,0.011741682974559686
Ifugao,171,5,0.009784735812133072
Ifugao,771,5,0.009784735812133072
Ifugao,765,5,0.009784735812133072
Ifugao,824,5,0.009784735812133072
Ifugao,791,5,0.009784735812133072
Ifugao,262,4,0.007827788649706457
Ifugao,115,4,0.007827788649706457
Ifugao,778,4,0.007827788649706457
Ifugao,766,3,0.005870841487279843
Ifugao,764,3,0.005870841487279843
Ifugao,241,3,0.005870841487279843
Ifugao,192,3,0.005870841487279843
Ifugao,826,3,0.005870841487279843
Ifugao,124,3,0.005870841487279843
Ifugao,565,3,0.005870841487279843
Ifugao,769,3,0.005870841487279843
Ifugao,286,3,0.005870841487279843
Ifugao,726,2,0.003913894324853229
Ifugao,843,2,0.003913894324853229
Ifugao,857,2,0.003913894324853229
Ifugao,609,2,0.003913894324853229
Ifugao,796,2,0.003913894324853229
Ifugao,182,2,0.003913894324853229
Ifugao,763,2,0.003913894324853229
Ifugao,831,2,0.003913894324853229
Ifugao,104,2,0.003913894324853229
Ifugao,757,2,0.003913894324853229
Ifugao,789,2,0.003913894324853229
Ifugao,562,2,0.003913894324853229
Ifugao,821,2,0.003913894324853229
Ifugao,628,2,0.003913894324853229
Ifugao,772,2,0.003913894324853229
Ifugao,825,2,0.003913894324853229
Ifugao,243,2,0.003913894324853229
Ifugao,538,2,0.003913894324853229
Ifugao,178,2,0.003913894324853229
Ifugao,224,2,0.003913894324853229
Ifugao,291,2,0.003913894324853229
Ifugao,721,2,0.003913894324853229
Ifugao,273,2,0.003913894324853229
Ifugao,556,1,0.0019569471624266144
Ifugao,728,1,0.0019569471624266144
Ifugao,101,1,0.0019569471624266144
Ifugao,177,1,0.0019569471624266144
Ifugao,263,1,0.0019569471624266144
Ifugao,648,1,0.0019569471624266144
Ifugao,574,1,0.0019569471624266144
Ifugao,829,1,0.0019569471624266144
Ifugao,770,1,0.0019569471624266144
Ifugao,123,1,0.0019569471624266144
Ifugao,756,1,0.0019569471624266144
Ifugao,282,1,0.0019569471624266144
Ifugao,261,1,0.0019569471624266144
Ifugao,627,1,0.0019569471624266144
Ifugao,278,1,0.0019569471624266144
Ifugao,434,1,0.0019569471624266144
Ifugao,657,1,0.0019569471624266144
Ifugao,727,1,0.0019569471624266144
Ifugao,858,1,0.0019569471624266144
Ifugao,426,1,0.0019569471624266144
Ifugao,413,1,0.0019569471624266144
Ifugao,113,1,0.0019569471624266144
Ifugao,842,1,0.0019569471624266144
Ifugao,142,1,0.0019569471624266144
Ifugao,759,1,0.0019569471624266144
Ifugao,462,1,0.0019569471624266144
Ifugao,417,1,0.0019569471624266144
Ifugao,415,1,0.0019569471624266144
Ifugao,386,1,0.0019569471624266144
Ifugao,372,1,0.0019569471624266144
Ifugao,353,1,0.0019569471624266144
Ifugao,343,1,0.0019569471624266144
Ifugao,342,1,0.0019569471624266144
Ifugao,331,1,0.0019569471624266144
Ifugao,322,1,0.0019569471624266144
Ifugao,302,1,0.0019569471624266144
Ifugao,292,1,0.0019569471624266144
Ifugao,283,1,0.0019569471624266144
Ifugao,276,1,0.0019569471624266144
Ifugao,272,1,0.0019569471624266144
Ifugao,482,1,0.0019569471624266144
Ifugao,531,1,0.0019569471624266144
Ifugao,534,1,0.0019569471624266144
Ifugao,571,1,0.0019569471624266144
Ifugao,267,1,0.0019569471624266144
Ifugao,222,1,0.0019569471624266144
Ifugao,223,1,0.0019569471624266144
Ifugao,226,1,0.0019569471624266144
Ifugao,227,1,0.0019569471624266144
Ifugao,231,1,0.0019569471624266144
Ifugao,431,1,0.0019569471624266144
Ifugao,682,1,0.0019569471624266144
Ifugao,576,1,0.0019569471624266144
Ifugao,244,1,0.0019569471624266144
Ifugao,245,1,0.0019569471624266144
Ifugao,854,1,0.0019569471624266144
Ifugao,832,1,0.0019569471624266144
Ifugao,251,1,0.0019569471624266144
Ifugao,596,1,0.0019569471624266144
Iroquois,635,50,0.21008403361344538
Iroquois,743,49,0.20588235294117646
Iroquois,578,45,0.18907563025210083
Iroquois,554,31,0.13025210084033614
Iroquois,177,29,0.12184873949579832
Iroquois,178,26,0.1092436974789916
Iroquois,657,25,0.10504201680672269
Iroquois,121,21,0.08823529411764706
Iroquois,756,20,0.08403361344537816
Iroquois,787,19,0.07983193277310924
Iroquois,184,18,0.07563025210084033
Iroquois,755,16,0.06722689075630252
Iroquois,164,12,0.05042016806722689
Iroquois,775,9,0.037815126050420166
Iroquois,757,8,0.03361344537815126
Iroquois,776,8,0.03361344537815126
Iroquois,777,8,0.03361344537815126
Iroquois,744,8,0.03361344537815126
Iroquois,758,8,0.03361344537815126
Iroquois,796,8,0.03361344537815126
Iroquois,532,7,0.029411764705882353
Iroquois,575,7,0.029411764705882353
Iroquois,765,7,0.029411764705882353
Iroquois,278,7,0.029411764705882353
Iroquois,828,6,0.025210084033613446
Iroquois,843,6,0.025210084033613446
Iroquois,791,6,0.025210084033613446
Iroquois,771,5,0.02100840336134454
Iroquois,571,5,0.02100840336134454
Iroquois,825,5,0.02100840336134454
Iroquois,789,5,0.02100840336134454
Iroquois,841,5,0.02100840336134454
Iroquois,769,5,0.02100840336134454
Iroquois,152,5,0.02100840336134454
Iroquois,782,5,0.02100840336134454
Iroquois,646,4,0.01680672268907563
Iroquois,774,4,0.01680672268907563
Iroquois,113,4,0.01680672268907563
Iroquois,181,4,0.01680672268907563
Iroquois,526,3,0.012605042016806723
Iroquois,572,3,0.012605042016806723
Iroquois,764,3,0.012605042016806723
Iroquois,778,3,0.012605042016806723
Iroquois,616,3,0.012605042016806723
Iroquois,175,3,0.012605042016806723
Iroquois,535,3,0.012605042016806723
Iroquois,759,3,0.012605042016806723
Iroquois,312,3,0.012605042016806723
Iroquois,788,2,0.008403361344537815
Iroquois,533,2,0.008403361344537815
Iroquois,114,2,0.008403361344537815
Iroquois,171,2,0.008403361344537815
Iroquois,165,2,0.008403361344537815
Iroquois,318,2,0.008403361344537815
Iroquois,829,2,0.008403361344537815
Iroquois,664,2,0.008403361344537815
Iroquois,262,2,0.008403361344537815
Iroquois,252,2,0.008403361344537815
Iroquois,432,2,0.008403361344537815
Iroquois,261,2,0.008403361344537815
Iroquois,768,2,0.008403361344537815
Iroquois,773,2,0.008403361344537815
Iroquois,795,2,0.008403361344537815
Iroquois,593,2,0.008403361344537815
Iroquois,792,2,0.008403361344537815
Iroquois,124,2,0.008403361344537815
Iroquois,761,2,0.008403361344537815
Iroquois,783,1,0.004201680672268907
Iroquois,465,1,0.004201680672268907
Iroquois,762,1,0.004201680672268907
Iroquois,601,1,0.004201680672268907
Iroquois,582,1,0.004201680672268907
Iroquois,104,1,0.004201680672268907
Iroquois,847,1,0.004201680672268907
Iroquois,158,1,0.004201680672268907
Iroquois,522,1,0.004201680672268907
Iroquois,857,1,0.004201680672268907
Iroquois,162,1,0.004201680672268907
Iroquois,163,1,0.004201680672268907
Iroquois,574,1,0.004201680672268907
Iroquois,760,1,0.004201680672268907
Iroquois,622,1,0.004201680672268907
Iroquois,562,1,0.004201680672268907
Iroquois,263,1,0.004201680672268907
Iroquois,428,1,0.004201680672268907
Iroquois,727,1,0.004201680672268907
Iroquois,189,1,0.004201680672268907
Iroquois,157,1,0.004201680672268907
Iroquois,161,1,0.004201680672268907
Iroquois,688,1,0.004201680672268907
Iroquois,123,1,0.004201680672268907
Iroquois,415,1,0.004201680672268907
Iroquois,866,1,0.004201680672268907
Iroquois,865,1,0.004201680672268907
Iroquois,128,1,0.004201680672268907
Iroquois,734,1,0.004201680672268907
Iroquois,746,1,0.004201680672268907
Iroquois,362,1,0.004201680672268907
Iroquois,515,1,0.004201680672268907
Iroquois,146,1,0.004201680672268907
Iroquois,511,1,0.004201680672268907
Iroquois,844,1,0.004201680672268907
Iroquois,626,1,0.004201680672268907
Iroquois,356,1,0.004201680672268907
Iroquois,745,1,0.004201680672268907
Iroquois,196,1,0.004201680672268907
Iroquois,255,1,0.004201680672268907
Iroquois,0,1,0.004201680672268907
Iroquois,668,1,0.004201680672268907
Iroquois,539,1,0.004201680672268907
Iroquois,597,1,0.004201680672268907
Iroquois,271,1,0.004201680672268907
Iroquois,794,1,0.004201680672268907
Iroquois,797,1,0.004201680672268907
Iroquois,731,1,0.004201680672268907
Iroquois,292,1,0.004201680672268907
Iroquois,211,1,0.004201680672268907
Iroquois,237,1,0.004201680672268907
Iroquois,322,1,0.004201680672268907
Iroquois,524,1,0.004201680672268907
Iroquois,779,1,0.004201680672268907
Iroquois,855,1,0.004201680672268907
Iroquois,861,1,0.004201680672268907
Iroquois,824,1,0.004201680672268907
Kanuri,177,10,0.6666666666666666
Kanuri,829,9,0.6
Kanuri,565,5,0.3333333333333333
Kanuri,554,4,0.26666666666666666
Kanuri,792,3,0.2
Kanuri,789,2,0.13333333333333333
Kanuri,634,2,0.13333333333333333
Kanuri,463,2,0.13333333333333333
Kanuri,757,1,0.06666666666666667
Kanuri,755,1,0.06666666666666667
Kanuri,821,1,0.06666666666666667
Kanuri,241,1,0.06666666666666667
Kanuri,221,1,0.06666666666666667
Kanuri,137,1,0.06666666666666667
Kanuri,136,1,0.06666666666666667
